,query,month,unique_channels,new_views,hours_watched
9405,WestCoastChill,January 2018,4,118,43
9406,WestCoastChill,December 2017,6,65,34
9407,WestCoastChill,November 2017,6,746,470
9408,WestCoastChill,October 2017,6,365,64
9409,OceanSpray,May 2019,1,0,0
9410,OceanSpray,April 2019,1,196,42
9411,OceanSpray,March 2019,0,0,0
9412,OceanSpray,February 2019,0,0,0
9413,OceanSpray,January 2019,0,0,0
9414,OceanSpray,December 2018,0,0,0
9415,OceanSpray,November 2018,0,0,0
9416,OceanSpray,October 2018,0,0,0
9417,OceanSpray,September 2018,0,0,0
9418,OceanSpray,August 2018,0,0,0
9419,OceanSpray,July 2018,0,0,0
9420,OceanSpray,June 2018,0,0,0
9421,OceanSpray,May 2018,0,0,0
9422,OceanSpray,April 2018,0,0,0
9423,OceanSpray,March 2018,0,0,0
9424,OceanSpray,February 2018,0,0,0
9425,OceanSpray,January 2018,0,0,0
9426,OceanSpray,December 2017,0,0,0
9427,OceanSpray,November 2017,0,0,0
9428,OceanSpray,October 2017,0,0,0
9429,BolthouseFarms,May 2019,0,0,0
9430,BolthouseFarms,April 2019,0,0,0
9431,BolthouseFarms,March 2019,0,0,0
9432,BolthouseFarms,February 2019,0,0,0
9433,BolthouseFarms,January 2019,0,0,0
9434,BolthouseFarms,December 2018,0,0,0
9435,BolthouseFarms,November 2018,0,0,0
9436,BolthouseFarms,October 2018,0,0,0
9437,BolthouseFarms,September 2018,0,0,0
9438,BolthouseFarms,August 2018,0,0,0
9439,BolthouseFarms,July 2018,0,0,0
9440,BolthouseFarms,June 2018,0,0,0
9441,BolthouseFarms,May 2018,0,0,0
9442,BolthouseFarms,April 2018,0,0,0
9443,BolthouseFarms,March 2018,0,0,0
9444,BolthouseFarms,February 2018,0,0,0
9445,BolthouseFarms,January 2018,0,0,0
9446,BolthouseFarms,December 2017,0,0,0
9447,BolthouseFarms,November 2017,0,0,0
9448,BolthouseFarms,October 2017,0,0,0
9449,V8Fusion,May 2019,0,0,0
9450,V8Fusion,April 2019,0,0,0
9451,V8Fusion,March 2019,0,0,0
9452,V8Fusion,February 2019,0,0,0
9453,V8Fusion,January 2019,0,0,0
9454,V8Fusion,December 2018,0,0,0
9455,V8Fusion,November 2018,0,0,0
9456,V8Fusion,October 2018,0,0,0
9457,V8Fusion,September 2018,0,0,0
9458,V8Fusion,August 2018,0,0,0
9459,V8Fusion,July 2018,0,0,0
9460,V8Fusion,June 2018,0,0,0
9461,V8Fusion,May 2018,0,0,0
9462,V8Fusion,April 2018,0,0,0
9463,V8Fusion,March 2018,0,0,0
9464,V8Fusion,February 2018,0,0,0
9465,V8Fusion,January 2018,0,0,0
9466,V8Fusion,December 2017,0,0,0
9467,V8Fusion,November 2017,0,0,0
9468,V8Fusion,October 2017,0,0,0
9469,V8Splash,May 2019,0,0,0
9470,V8Splash,April 2019,0,0,0
9471,V8Splash,March 2019,0,0,0
9472,V8Splash,February 2019,0,0,0
9473,V8Splash,January 2019,0,0,0
9474,V8Splash,December 2018,0,0,0
9475,V8Splash,November 2018,0,0,0
9476,V8Splash,October 2018,0,0,0
9477,V8Splash,September 2018,0,0,0
9478,V8Splash,August 2018,0,0,0
9479,V8Splash,July 2018,0,0,0
9480,V8Splash,June 2018,0,0,0
9481,V8Splash,May 2018,0,0,0
9482,V8Splash,April 2018,0,0,0
9483,V8Splash,March 2018,0,0,0
9484,V8Splash,February 2018,0,0,0
9485,V8Splash,January 2018,0,0,0
9486,V8Splash,December 2017,0,0,0
9487,V8Splash,November 2017,0,0,0
9488,V8Splash,October 2017,0,0,0
9489,MondoFruitSqueezers,May 2019,0,0,0
9490,MondoFruitSqueezers,April 2019,0,0,0
9491,MondoFruitSqueezers,March 2019,0,0,0
9492,MondoFruitSqueezers,February 2019,0,0,0
9493,MondoFruitSqueezers,January 2019,0,0,0
9494,MondoFruitSqueezers,December 2018,0,0,0
9495,MondoFruitSqueezers,November 2018,0,0,0
9496,MondoFruitSqueezers,October 2018,0,0,0
9497,MondoFruitSqueezers,September 2018,0,0,0
9498,MondoFruitSqueezers,August 2018,0,0,0
9499,MondoFruitSqueezers,July 2018,0,0,0
9500,MondoFruitSqueezers,June 2018,0,0,0
9501,MondoFruitSqueezers,May 2018,0,0,0
9502,MondoFruitSqueezers,April 2018,0,0,0
9503,MondoFruitSqueezers,March 2018,0,0,0
9504,MondoFruitSqueezers,February 2018,0,0,0
9505,MondoFruitSqueezers,January 2018,0,0,0
9506,MondoFruitSqueezers,December 2017,0,0,0
9507,MondoFruitSqueezers,November 2017,0,0,0
9508,MondoFruitSqueezers,October 2017,0,0,0
9509,Mondo Fruit Squeesers,May 2019,0,0,0
9510,Mondo Fruit Squeesers,April 2019,0,0,0
9511,Mondo Fruit Squeesers,March 2019,0,0,0
9512,Mondo Fruit Squeesers,February 2019,0,0,0
9513,Mondo Fruit Squeesers,January 2019,0,0,0
9514,Mondo Fruit Squeesers,December 2018,0,0,0
9515,Mondo Fruit Squeesers,November 2018,0,0,0
9516,Mondo Fruit Squeesers,October 2018,0,0,0
9517,Mondo Fruit Squeesers,September 2018,0,0,0
9518,Mondo Fruit Squeesers,August 2018,0,0,0
9519,Mondo Fruit Squeesers,July 2018,0,0,0
9520,Mondo Fruit Squeesers,June 2018,0,0,0
9521,Mondo Fruit Squeesers,May 2018,0,0,0
9522,Mondo Fruit Squeesers,April 2018,0,0,0
9523,Mondo Fruit Squeesers,March 2018,0,0,0
9524,Mondo Fruit Squeesers,February 2018,0,0,0
9525,Mondo Fruit Squeesers,January 2018,0,0,0
9526,Mondo Fruit Squeesers,December 2017,0,0,0
9527,Mondo Fruit Squeesers,November 2017,0,0,0
9528,Mondo Fruit Squeesers,October 2017,0,0,0
9529,SunnyDelight,May 2019,0,0,0
9530,SunnyDelight,April 2019,0,0,0
9531,SunnyDelight,March 2019,0,0,0
9532,SunnyDelight,February 2019,0,0,0
9533,SunnyDelight,January 2019,0,0,0
9534,SunnyDelight,December 2018,0,0,0
9535,SunnyDelight,November 2018,0,0,0
9536,SunnyDelight,October 2018,0,0,0
9537,SunnyDelight,September 2018,0,0,0
9538,SunnyDelight,August 2018,0,0,0
9539,SunnyDelight,July 2018,0,0,0
9540,SunnyDelight,June 2018,0,0,0
9541,SunnyDelight,May 2018,0,0,0
9542,SunnyDelight,April 2018,1,0,3
9543,SunnyDelight,March 2018,1,0,3
9544,SunnyDelight,February 2018,1,0,0
9545,SunnyDelight,January 2018,1,0,4
9546,SunnyDelight,December 2017,0,0,0
9547,SunnyDelight,November 2017,0,0,0
9548,SunnyDelight,October 2017,1,0,0
9549,SunnyD,May 2019,606,"2,076,565","566,521"
9550,SunnyD,April 2019,620,"1,341,507","629,650"
9551,SunnyD,March 2019,423,"806,811","311,601"
9552,SunnyD,February 2019,417,"659,506","200,080"
9553,SunnyD,January 2019,515,"373,906","207,606"
9554,SunnyD,December 2018,468,"727,240","209,332"
9555,SunnyD,November 2018,470,"1,554,184","1,513,025"
9556,SunnyD,October 2018,457,"1,717,867","1,332,071"
9557,SunnyD,September 2018,448,"1,405,551","1,236,458"
9558,SunnyD,August 2018,432,"1,465,773","1,056,893"
9559,SunnyD,July 2018,431,"1,505,380","1,238,448"
9560,SunnyD,June 2018,416,"1,930,620","1,687,592"
9561,SunnyD,May 2018,410,"460,082","205,506"
9562,SunnyD,April 2018,409,"355,293","154,118"
9563,SunnyD,March 2018,449,"2,109,561","1,773,320"
9564,SunnyD,February 2018,392,"1,454,443","1,169,444"
9565,SunnyD,January 2018,341,"1,013,464","509,995"
9566,SunnyD,December 2017,326,"2,034,956","1,631,592"
9567,SunnyD,November 2017,311,"2,251,857","1,757,104"
9568,SunnyD,October 2017,308,"2,007,610","1,777,376"
9569,LittleHugFruitBarrels,May 2019,0,0,0
9570,LittleHugFruitBarrels,April 2019,0,0,0
9571,LittleHugFruitBarrels,March 2019,0,0,0
9572,LittleHugFruitBarrels,February 2019,0,0,0
9573,LittleHugFruitBarrels,January 2019,0,0,0
9574,LittleHugFruitBarrels,December 2018,0,0,0
9575,LittleHugFruitBarrels,November 2018,0,0,0
9576,LittleHugFruitBarrels,October 2018,0,0,0
9577,LittleHugFruitBarrels,September 2018,0,0,0
9578,LittleHugFruitBarrels,August 2018,0,0,0
9579,LittleHugFruitBarrels,July 2018,0,0,0
9580,LittleHugFruitBarrels,June 2018,0,0,0
9581,LittleHugFruitBarrels,May 2018,0,0,0
9582,LittleHugFruitBarrels,April 2018,0,0,0
9583,LittleHugFruitBarrels,March 2018,0,0,0
9584,LittleHugFruitBarrels,February 2018,0,0,0
9585,LittleHugFruitBarrels,January 2018,0,0,0
9586,LittleHugFruitBarrels,December 2017,0,0,0
9587,LittleHugFruitBarrels,November 2017,0,0,0
9588,LittleHugFruitBarrels,October 2017,0,0,0
9589,RWKnudsen,May 2019,0,0,0
9590,RWKnudsen,April 2019,0,0,0
9591,RWKnudsen,March 2019,0,0,0
9592,RWKnudsen,February 2019,0,0,0
9593,RWKnudsen,January 2019,0,0,0
9594,RWKnudsen,December 2018,0,0,0
9595,RWKnudsen,November 2018,0,0,0
9596,RWKnudsen,October 2018,0,0,0
9597,RWKnudsen,September 2018,0,0,0
9598,RWKnudsen,August 2018,0,0,0
9599,RWKnudsen,July 2018,0,0,0
9600,RWKnudsen,June 2018,0,0,0
9601,RWKnudsen,May 2018,0,0,0
9602,RWKnudsen,April 2018,0,0,0
9603,RWKnudsen,March 2018,0,0,0
9604,RWKnudsen,February 2018,0,0,0
9605,RWKnudsen,January 2018,0,0,0
9606,RWKnudsen,December 2017,0,0,0
9607,RWKnudsen,November 2017,0,0,0
9608,RWKnudsen,October 2017,0,0,0
9609,SantaCruzOrganics,May 2019,0,0,0
9610,SantaCruzOrganics,April 2019,0,0,0
9611,SantaCruzOrganics,March 2019,0,0,0
9612,SantaCruzOrganics,February 2019,0,0,0
9613,SantaCruzOrganics,January 2019,0,0,0
9614,SantaCruzOrganics,December 2018,0,0,0
9615,SantaCruzOrganics,November 2018,0,0,0
9616,SantaCruzOrganics,October 2018,0,0,0
9617,SantaCruzOrganics,September 2018,0,0,0
9618,SantaCruzOrganics,August 2018,0,0,0
9619,SantaCruzOrganics,July 2018,0,0,0
9620,SantaCruzOrganics,June 2018,0,0,0
9621,SantaCruzOrganics,May 2018,0,0,0
9622,SantaCruzOrganics,April 2018,0,0,0
9623,SantaCruzOrganics,March 2018,0,0,0
9624,SantaCruzOrganics,February 2018,0,0,0
9625,SantaCruzOrganics,January 2018,0,0,0
9626,SantaCruzOrganics,December 2017,0,0,0
9627,SantaCruzOrganics,November 2017,0,0,0
9628,SantaCruzOrganics,October 2017,0,0,0
9629,Santa Crus Organics,May 2019,0,0,0
9630,Santa Crus Organics,April 2019,0,0,0
9631,Santa Crus Organics,March 2019,0,0,0
9632,Santa Crus Organics,February 2019,0,0,0
9633,Santa Crus Organics,January 2019,0,0,0
9634,Santa Crus Organics,December 2018,0,0,0
9635,Santa Crus Organics,November 2018,0,0,0
9636,Santa Crus Organics,October 2018,0,0,0
9637,Santa Crus Organics,September 2018,0,0,0
9638,Santa Crus Organics,August 2018,0,0,0
9639,Santa Crus Organics,July 2018,0,0,0
9640,Santa Crus Organics,June 2018,0,0,0
9641,Santa Crus Organics,May 2018,0,0,0
9642,Santa Crus Organics,April 2018,0,0,0
9643,Santa Crus Organics,March 2018,0,0,0
9644,Santa Crus Organics,February 2018,0,0,0
9645,Santa Crus Organics,January 2018,0,0,0
9646,Santa Crus Organics,December 2017,0,0,0
9647,Santa Crus Organics,November 2017,0,0,0
9648,Santa Crus Organics,October 2017,0,0,0
9649,TumEYummies,May 2019,0,0,0
9650,TumEYummies,April 2019,0,0,0
9651,TumEYummies,March 2019,0,0,0
9652,TumEYummies,February 2019,0,0,0
9653,TumEYummies,January 2019,0,0,0
9654,TumEYummies,December 2018,0,0,0
9655,TumEYummies,November 2018,0,0,0
9656,TumEYummies,October 2018,0,0,0
9657,TumEYummies,September 2018,0,0,0
9658,TumEYummies,August 2018,0,0,0
9659,TumEYummies,July 2018,0,0,0
9660,TumEYummies,June 2018,0,0,0
9661,TumEYummies,May 2018,0,0,0
9662,TumEYummies,April 2018,0,0,0
9663,TumEYummies,March 2018,0,0,0
9664,TumEYummies,February 2018,0,0,0
9665,TumEYummies,January 2018,0,0,0
9666,TumEYummies,December 2017,0,0,0
9667,TumEYummies,November 2017,0,0,0
9668,TumEYummies,October 2017,0,0,0
9669,VitaCoco,May 2019,0,0,0
9670,VitaCoco,April 2019,0,0,0
9671,VitaCoco,March 2019,0,0,0
9672,VitaCoco,February 2019,1,"2,299",482
9673,VitaCoco,January 2019,1,989,238
9674,VitaCoco,December 2018,1,334,78
9675,VitaCoco,November 2018,0,0,0
9676,VitaCoco,October 2018,1,563,102
9677,VitaCoco,September 2018,1,716,142
9678,VitaCoco,August 2018,0,0,0
9679,VitaCoco,July 2018,1,365,46
9680,VitaCoco,June 2018,1,520,182
9681,VitaCoco,May 2018,1,707,172
9682,VitaCoco,April 2018,1,729,134
9683,VitaCoco,March 2018,1,"8,876","4,017"
9684,VitaCoco,February 2018,1,157,22
9685,VitaCoco,January 2018,1,424,23
9686,VitaCoco,December 2017,1,326,38
9687,VitaCoco,November 2017,0,0,0
9688,VitaCoco,October 2017,1,97,19
9689,Newman’sOwn,May 2019,0,0,0
9690,Newman’sOwn,April 2019,0,0,0
9691,Newman’sOwn,March 2019,0,0,0
9692,Newman’sOwn,February 2019,0,0,0
9693,Newman’sOwn,January 2019,0,0,0
9694,Newman’sOwn,December 2018,0,0,0
9695,Newman’sOwn,November 2018,0,0,0
9696,Newman’sOwn,October 2018,0,0,0
9697,Newman’sOwn,September 2018,0,0,0
9698,Newman’sOwn,August 2018,0,0,0
9699,Newman’sOwn,July 2018,0,0,0
9700,Newman’sOwn,June 2018,0,0,0
9701,Newman’sOwn,May 2018,0,0,0
9702,Newman’sOwn,April 2018,0,0,0
9703,Newman’sOwn,March 2018,0,0,0
9704,Newman’sOwn,February 2018,0,0,0
9705,Newman’sOwn,January 2018,0,0,0
9706,Newman’sOwn,December 2017,0,0,0
9707,Newman’sOwn,November 2017,0,0,0
9708,Newman’sOwn,October 2017,0,0,0
9709,Stremick’sHeritageFoods,May 2019,0,0,0
9710,Stremick’sHeritageFoods,April 2019,0,0,0
9711,Stremick’sHeritageFoods,March 2019,0,0,0
9712,Stremick’sHeritageFoods,February 2019,0,0,0
9713,Stremick’sHeritageFoods,January 2019,0,0,0
9714,Stremick’sHeritageFoods,December 2018,0,0,0
9715,Stremick’sHeritageFoods,November 2018,0,0,0
9716,Stremick’sHeritageFoods,October 2018,0,0,0
9717,Stremick’sHeritageFoods,September 2018,0,0,0
9718,Stremick’sHeritageFoods,August 2018,0,0,0
9719,Stremick’sHeritageFoods,July 2018,0,0,0
9720,Stremick’sHeritageFoods,June 2018,0,0,0
9721,Stremick’sHeritageFoods,May 2018,0,0,0
9722,Stremick’sHeritageFoods,April 2018,0,0,0
9723,Stremick’sHeritageFoods,March 2018,0,0,0
9724,Stremick’sHeritageFoods,February 2018,0,0,0
9725,Stremick’sHeritageFoods,January 2018,0,0,0
9726,Stremick’sHeritageFoods,December 2017,0,0,0
9727,Stremick’sHeritageFoods,November 2017,0,0,0
9728,Stremick’sHeritageFoods,October 2017,0,0,0
9729,TuscanDairyFarms,May 2019,0,0,0
9730,TuscanDairyFarms,April 2019,0,0,0
9731,TuscanDairyFarms,March 2019,0,0,0
9732,TuscanDairyFarms,February 2019,0,0,0
9733,TuscanDairyFarms,January 2019,0,0,0
9734,TuscanDairyFarms,December 2018,0,0,0
9735,TuscanDairyFarms,November 2018,0,0,0
9736,TuscanDairyFarms,October 2018,0,0,0
9737,TuscanDairyFarms,September 2018,0,0,0
9738,TuscanDairyFarms,August 2018,0,0,0
9739,TuscanDairyFarms,July 2018,0,0,0
9740,TuscanDairyFarms,June 2018,0,0,0
9741,TuscanDairyFarms,May 2018,0,0,0
9742,TuscanDairyFarms,April 2018,0,0,0
9743,TuscanDairyFarms,March 2018,0,0,0
9744,TuscanDairyFarms,February 2018,0,0,0
9745,TuscanDairyFarms,January 2018,0,0,0
9746,TuscanDairyFarms,December 2017,0,0,0
9747,TuscanDairyFarms,November 2017,0,0,0
9748,TuscanDairyFarms,October 2017,0,0,0
9749,FruitRush,May 2019,0,0,0
9750,FruitRush,April 2019,0,0,0
9751,FruitRush,March 2019,0,0,0
9752,FruitRush,February 2019,0,0,0
9753,FruitRush,January 2019,0,0,0
9754,FruitRush,December 2018,0,0,0
9755,FruitRush,November 2018,0,0,0
9756,FruitRush,October 2018,0,0,0
9757,FruitRush,September 2018,0,0,0
9758,FruitRush,August 2018,0,0,0
9759,FruitRush,July 2018,0,0,0
9760,FruitRush,June 2018,0,0,0
9761,FruitRush,May 2018,0,0,0
9762,FruitRush,April 2018,0,0,0
9763,FruitRush,March 2018,0,0,0
9764,FruitRush,February 2018,0,0,0
9765,FruitRush,January 2018,0,0,0
9766,FruitRush,December 2017,0,0,0
9767,FruitRush,November 2017,0,0,0
9768,FruitRush,October 2017,0,0,0
9769,RobinsonsFruitShoot,May 2019,0,0,0
9770,RobinsonsFruitShoot,April 2019,0,0,0
9771,RobinsonsFruitShoot,March 2019,0,0,0
9772,RobinsonsFruitShoot,February 2019,0,0,0
9773,RobinsonsFruitShoot,January 2019,0,0,0
9774,RobinsonsFruitShoot,December 2018,0,0,0
9775,RobinsonsFruitShoot,November 2018,0,0,0
9776,RobinsonsFruitShoot,October 2018,0,0,0
9777,RobinsonsFruitShoot,September 2018,0,0,0
9778,RobinsonsFruitShoot,August 2018,0,0,0
9779,RobinsonsFruitShoot,July 2018,0,0,0
9780,RobinsonsFruitShoot,June 2018,0,0,0
9781,RobinsonsFruitShoot,May 2018,0,0,0
9782,RobinsonsFruitShoot,April 2018,0,0,0
9783,RobinsonsFruitShoot,March 2018,0,0,0
9784,RobinsonsFruitShoot,February 2018,0,0,0
9785,RobinsonsFruitShoot,January 2018,0,0,0
9786,RobinsonsFruitShoot,December 2017,0,0,0
9787,RobinsonsFruitShoot,November 2017,0,0,0
9788,RobinsonsFruitShoot,October 2017,0,0,0
9789,BugJuice,May 2019,0,0,0
9790,BugJuice,April 2019,0,0,0
9791,BugJuice,March 2019,0,0,0
9792,BugJuice,February 2019,0,0,0
9793,BugJuice,January 2019,0,0,0
9794,BugJuice,December 2018,0,0,0
9795,BugJuice,November 2018,0,0,0
9796,BugJuice,October 2018,0,0,0
9797,BugJuice,September 2018,0,0,0
9798,BugJuice,August 2018,0,0,0
9799,BugJuice,July 2018,0,0,0
9800,BugJuice,June 2018,0,0,0
9801,BugJuice,May 2018,0,0,0
9802,BugJuice,April 2018,0,0,0
9803,BugJuice,March 2018,0,0,0
9804,BugJuice,February 2018,0,0,0
9805,BugJuice,January 2018,0,0,0
9806,BugJuice,December 2017,0,0,0
9807,BugJuice,November 2017,0,0,0
9808,BugJuice,October 2017,0,0,0
9809,TwoIfByTea,May 2019,0,0,0
9810,TwoIfByTea,April 2019,0,0,0
9811,TwoIfByTea,March 2019,0,0,0
9812,TwoIfByTea,February 2019,0,0,0
9813,TwoIfByTea,January 2019,0,0,0
9814,TwoIfByTea,December 2018,0,0,0
9815,TwoIfByTea,November 2018,0,0,0
9816,TwoIfByTea,October 2018,0,0,0
9817,TwoIfByTea,September 2018,0,0,0
9818,TwoIfByTea,August 2018,0,0,0
9819,TwoIfByTea,July 2018,0,0,0
9820,TwoIfByTea,June 2018,0,0,0
9821,TwoIfByTea,May 2018,0,0,0
9822,TwoIfByTea,April 2018,0,0,0
9823,TwoIfByTea,March 2018,0,0,0
9824,TwoIfByTea,February 2018,0,0,0
9825,TwoIfByTea,January 2018,0,0,0
9826,TwoIfByTea,December 2017,0,0,0
9827,TwoIfByTea,November 2017,0,0,0
9828,TwoIfByTea,October 2017,0,0,0
9829,Apple&Eve,May 2019,0,0,0
9830,Apple&Eve,April 2019,0,0,0
9831,Apple&Eve,March 2019,0,0,0
9832,Apple&Eve,February 2019,0,0,0
9833,Apple&Eve,January 2019,0,0,0
9834,Apple&Eve,December 2018,0,0,0
9835,Apple&Eve,November 2018,0,0,0
9836,Apple&Eve,October 2018,0,0,0
9837,Apple&Eve,September 2018,0,0,0
9838,Apple&Eve,August 2018,0,0,0
9839,Apple&Eve,July 2018,0,0,0
9840,Apple&Eve,June 2018,0,0,0
9841,Apple&Eve,May 2018,0,0,0
9842,Apple&Eve,April 2018,0,0,0
9843,Apple&Eve,March 2018,0,0,0
9844,Apple&Eve,February 2018,0,0,0
9845,Apple&Eve,January 2018,0,0,0
9846,Apple&Eve,December 2017,0,0,0
9847,Apple&Eve,November 2017,0,0,0
9848,Apple&Eve,October 2017,0,0,0
9849,Apple and Eve,May 2019,0,0,0
9850,Apple and Eve,April 2019,0,0,0
9851,Apple and Eve,March 2019,0,0,0
9852,Apple and Eve,February 2019,0,0,0
9853,Apple and Eve,January 2019,0,0,0
9854,Apple and Eve,December 2018,0,0,0
9855,Apple and Eve,November 2018,0,0,0
9856,Apple and Eve,October 2018,0,0,0
9857,Apple and Eve,September 2018,0,0,0
9858,Apple and Eve,August 2018,0,0,0
9859,Apple and Eve,July 2018,0,0,0
9860,Apple and Eve,June 2018,0,0,0
9861,Apple and Eve,May 2018,0,0,0
9862,Apple and Eve,April 2018,0,0,0
9863,Apple and Eve,March 2018,0,0,0
9864,Apple and Eve,February 2018,0,0,0
9865,Apple and Eve,January 2018,0,0,0
9866,Apple and Eve,December 2017,0,0,0
9867,Apple and Eve,November 2017,0,0,0
9868,Apple and Eve,October 2017,0,0,0
9869,McDs,May 2019,24,"38,962","10,631"
9870,McDs,April 2019,23,"86,155","52,605"
9871,McDs,March 2019,18,"126,515","75,283"
9872,McDs,February 2019,17,"14,340","5,340"
9873,McDs,January 2019,19,"112,124","52,001"
9874,McDs,December 2018,16,"101,649","57,777"
9875,McDs,November 2018,14,"94,462","44,869"
9876,McDs,October 2018,17,"10,512","3,828"
9877,McDs,September 2018,16,"119,615","58,102"
9878,McDs,August 2018,11,"6,148","2,986"
9879,McDs,July 2018,15,"7,129","3,577"
9880,McDs,June 2018,13,"11,254","7,221"
9881,McDs,May 2018,15,"22,782","14,791"
9882,McDs,April 2018,13,"3,102","1,471"
9883,McDs,March 2018,9,"1,783",826
9884,McDs,February 2018,11,"4,159","3,559"
9885,McDs,January 2018,8,"4,225","8,189"
9886,McDs,December 2017,8,"4,982","3,732"
9887,McDs,November 2017,8,"2,311","3,581"
9888,McDs,October 2017,9,"7,747","10,446"
9889,BurgerKing,May 2019,5,"16,198","4,102"
9890,BurgerKing,April 2019,10,"1,495,829","808,450"
9891,BurgerKing,March 2019,4,"24,255","11,767"
9892,BurgerKing,February 2019,5,"12,501","6,747"
9893,BurgerKing,January 2019,6,"26,170","12,642"
9894,BurgerKing,December 2018,7,"19,191","10,367"
9895,BurgerKing,November 2018,5,"21,275","10,519"
9896,BurgerKing,October 2018,5,679,330
9897,BurgerKing,September 2018,7,"25,282","7,414"
9898,BurgerKing,August 2018,4,"5,662","2,203"
9899,BurgerKing,July 2018,5,"4,329","1,790"
9900,BurgerKing,June 2018,3,"6,062","3,042"
9901,BurgerKing,May 2018,5,"4,841","2,502"
9902,BurgerKing,April 2018,4,"5,837","3,894"
9903,BurgerKing,March 2018,3,"4,294","2,026"
9904,BurgerKing,February 2018,4,"3,489","1,458"
9905,BurgerKing,January 2018,3,"2,838","1,278"
9906,BurgerKing,December 2017,5,"9,674","5,657"
9907,BurgerKing,November 2017,2,"2,612","1,331"
9908,BurgerKing,October 2017,5,"13,515","7,505"
9909,TacoBell,May 2019,18,"10,685","6,052"
9910,TacoBell,April 2019,20,"7,992","4,980"
9911,TacoBell,March 2019,11,"17,577","9,953"
9912,TacoBell,February 2019,9,"29,706","16,835"
9913,TacoBell,January 2019,14,"20,188","12,954"
9914,TacoBell,December 2018,14,"15,612","14,849"
9915,TacoBell,November 2018,9,"1,895",775
9916,TacoBell,October 2018,10,969,407
9917,TacoBell,September 2018,8,"4,418","1,203"
9918,TacoBell,August 2018,10,"3,127",996
9919,TacoBell,July 2018,8,"1,073",238
9920,TacoBell,June 2018,10,"2,966",806
9921,TacoBell,May 2018,10,"3,773","1,132"
9922,TacoBell,April 2018,5,"2,596","1,172"
9923,TacoBell,March 2018,9,"4,960","1,394"
9924,TacoBell,February 2018,8,"9,032","1,562"
9925,TacoBell,January 2018,5,"2,828",679
9926,TacoBell,December 2017,6,"4,482","1,760"
9927,TacoBell,November 2017,11,"4,390","2,218"
9928,TacoBell,October 2017,6,"1,829","1,047"
9929,Dunkin’Donuts,May 2019,0,0,0
9930,Dunkin’Donuts,April 2019,0,0,0
9931,Dunkin’Donuts,March 2019,0,0,0
9932,Dunkin’Donuts,February 2019,0,0,0
9933,Dunkin’Donuts,January 2019,0,0,0
9934,Dunkin’Donuts,December 2018,0,0,0
9935,Dunkin’Donuts,November 2018,0,0,0
9936,Dunkin’Donuts,October 2018,0,0,0
9937,Dunkin’Donuts,September 2018,0,0,0
9938,Dunkin’Donuts,August 2018,0,0,0
9939,Dunkin’Donuts,July 2018,0,0,0
9940,Dunkin’Donuts,June 2018,0,0,0
9941,Dunkin’Donuts,May 2018,0,0,0
9942,Dunkin’Donuts,April 2018,0,0,0
9943,Dunkin’Donuts,March 2018,0,0,0
9944,Dunkin’Donuts,February 2018,0,0,0
9945,Dunkin’Donuts,January 2018,0,0,0
9946,Dunkin’Donuts,December 2017,0,0,0
9947,Dunkin’Donuts,November 2017,0,0,0
9948,Dunkin’Donuts,October 2017,0,0,0
9949,PizzaHut,May 2019,11,"28,627","13,573"
9950,PizzaHut,April 2019,3,"2,079",734
9951,PizzaHut,March 2019,1,3,0
9952,PizzaHut,February 2019,3,"2,898","1,202"
9953,PizzaHut,January 2019,4,"4,691","2,311"
9954,PizzaHut,December 2018,3,"1,804",855
9955,PizzaHut,November 2018,2,20,3
9956,PizzaHut,October 2018,3,"1,593",767
9957,PizzaHut,September 2018,1,"1,125",414
9958,PizzaHut,August 2018,2,154,60
9959,PizzaHut,July 2018,4,"20,921","4,153"
9960,PizzaHut,June 2018,5,"91,940","12,773"
9961,PizzaHut,May 2018,3,247,150
9962,PizzaHut,April 2018,3,143,77
9963,PizzaHut,March 2018,2,96,24
9964,PizzaHut,February 2018,4,321,54
9965,PizzaHut,January 2018,1,340,39
9966,PizzaHut,December 2017,5,459,316
9967,PizzaHut,November 2017,1,18,21
9968,PizzaHut,October 2017,4,19,7
9969,Pissa Hut,May 2019,0,0,0
9970,Pissa Hut,April 2019,0,0,0
9971,Pissa Hut,March 2019,0,0,0
9972,Pissa Hut,February 2019,0,0,0
9973,Pissa Hut,January 2019,0,0,0
9974,Pissa Hut,December 2018,0,0,0
9975,Pissa Hut,November 2018,0,0,0
9976,Pissa Hut,October 2018,0,0,0
9977,Pissa Hut,September 2018,0,0,0
9978,Pissa Hut,August 2018,0,0,0
9979,Pissa Hut,July 2018,0,0,0
9980,Pissa Hut,June 2018,0,0,0
9981,Pissa Hut,May 2018,0,0,0
9982,Chick fil A,May 2019,12,373,185
9983,Chick fil A,April 2019,7,265,125
9984,Chick fil A,March 2019,3,252,50
9985,Chick fil A,February 2019,2,618,206
9986,Chick fil A,January 2019,3,56,13
9987,Chick fil A,December 2018,2,70,56
9988,Chick fil A,November 2018,3,370,106
9989,Chick fil A,October 2018,3,362,173
9990,Chick fil A,September 2018,5,465,244
9991,Chick fil A,August 2018,3,417,139
9992,Chick fil A,July 2018,4,285,104
9993,Chick fil A,June 2018,5,251,160
9994,Chick fil A,May 2018,2,451,186
9995,Chick fil A,April 2018,3,798,356
9996,Chick fil A,March 2018,1,323,104
